species,common_name,x,y
Fraxinus latifolia,Oregon ash,-120.664672,37.424326
Fraxinus latifolia,Oregon ash,-120.971876,37.365921
Fraxinus latifolia,Oregon ash,-120.959239,37.351013
Fraxinus latifolia,Oregon ash,-120.844098,37.619033
Fraxinus latifolia,Oregon ash,-120.984818,37.62801
Fraxinus latifolia,Oregon ash,-120.974899,37.647766
Fraxinus latifolia,Oregon ash,-120.980532,37.645699
Fraxinus latifolia,Oregon ash,-121.229817,37.66499
Fraxinus latifolia,Oregon ash,-121.143794,37.71993
Fraxinus latifolia,Oregon ash,-121.206327,37.624954
Fraxinus latifolia,Oregon ash,-120.05372,36.822044
Fraxinus latifolia,Oregon ash,-120.056736,36.823191
Fraxinus latifolia,Oregon ash,-120.060388,36.821471
Fraxinus latifolia,Oregon ash,-119.904211,36.849258
Fraxinus latifolia,Oregon ash,-121.422814,38.261871
Fraxinus latifolia,Oregon ash,-121.526477,38.228118
Fraxinus latifolia,Oregon ash,-121.419089,38.269724
Fraxinus latifolia,Oregon ash,-121.418207,38.262962
Fraxinus latifolia,Oregon ash,-121.418568,38.262652
Fraxinus latifolia,Oregon ash,-121.777627,38.260661
Fraxinus latifolia,Oregon ash,-122.038865,40.105054
Fraxinus latifolia,Oregon ash,-122.040372,40.104697
Fraxinus latifolia,Oregon ash,-122.011681,39.236904
Fraxinus latifolia,Oregon ash,-122.008279,39.456634
Fraxinus latifolia,Oregon ash,-122.015348,39.447404
Fraxinus latifolia,Oregon ash,-122.016668,39.319484
Fraxinus latifolia,Oregon ash,-122.009253,39.414987000000004
Fraxinus latifolia,Oregon ash,-123.363528,38.652455
Fraxinus latifolia,Oregon ash,-123.364112,38.652075
Fraxinus latifolia,Oregon ash,-123.405841,38.770001
Fraxinus latifolia,Oregon ash,-123.411205,38.701736
Fraxinus latifolia,Oregon ash,-123.285668,38.678607
Fraxinus latifolia,Oregon ash,-123.295875,38.681069
Fraxinus latifolia,Oregon ash,-121.329173,38.59778
Fraxinus latifolia,Oregon ash,-121.455649,38.672463
Fraxinus latifolia,Oregon ash,-121.327318,38.588661
Fraxinus latifolia,Oregon ash,-121.303072,38.624626
Fraxinus latifolia,Oregon ash,-120.964274,38.823978
Fraxinus latifolia,Oregon ash,-122.012002,40.107089
Fraxinus latifolia,Oregon ash,-121.699565,38.8053
Fraxinus latifolia,Oregon ash,-121.724084,38.802038
Fraxinus latifolia,Oregon ash,-121.876856,39.494246
Fraxinus latifolia,Oregon ash,-121.999711,39.465652
Fraxinus latifolia,Oregon ash,-121.645551,39.4552
Fraxinus latifolia,Oregon ash,-121.674607,38.755071
Fraxinus latifolia,Oregon ash,-121.662114,38.763426
Fraxinus latifolia,Oregon ash,-121.916091,39.29556
Fraxinus latifolia,Oregon ash,-121.910856,39.188726
Fraxinus latifolia,Oregon ash,-121.905229,39.187214
Fraxinus latifolia,Oregon ash,-121.884062,39.46469
Fraxinus latifolia,Oregon ash,-121.883887,39.469806
Fraxinus latifolia,Oregon ash,-121.877899,39.500239
Fraxinus latifolia,Oregon ash,-121.879323,39.445569
Fraxinus latifolia,Oregon ash,-121.884873,39.45248
Fraxinus latifolia,Oregon ash,-122.744432,38.703946
Fraxinus latifolia,Oregon ash,-123.063534,38.578032
Fraxinus latifolia,Oregon ash,-123.116668,38.58676
Fraxinus latifolia,Oregon ash,-123.060993,38.777755
Fraxinus latifolia,Oregon ash,-123.058863,38.552495
Fraxinus latifolia,Oregon ash,-123.056919,38.576053
Fraxinus latifolia,Oregon ash,-123.045382,38.44969
Fraxinus latifolia,Oregon ash,-123.055952,38.453877
Fraxinus latifolia,Oregon ash,-123.17301,38.557789
Fraxinus latifolia,Oregon ash,-123.173657,38.554823
Fraxinus latifolia,Oregon ash,-122.818555,38.406787
Fraxinus latifolia,Oregon ash,-122.818071,38.407777
Fraxinus latifolia,Oregon ash,-122.807997,38.444892
Fraxinus latifolia,Oregon ash,-122.81636,38.40061
Fraxinus latifolia,Oregon ash,-122.974698,38.442973
Fraxinus latifolia,Oregon ash,-122.969162,38.446838
Fraxinus latifolia,Oregon ash,-122.881789,38.448946
Fraxinus latifolia,Oregon ash,-122.878639,38.447951
Fraxinus latifolia,Oregon ash,-122.877417,38.445616
Fraxinus latifolia,Oregon ash,-122.930649,38.503427
Fraxinus latifolia,Oregon ash,-122.930705,38.505032
Fraxinus latifolia,Oregon ash,-122.93216,38.543199
Fraxinus latifolia,Oregon ash,-123.012394,38.816655
Fraxinus latifolia,Oregon ash,-122.852528,38.405654
Fraxinus latifolia,Oregon ash,-122.835857,38.454036
Fraxinus latifolia,Oregon ash,-122.857111,38.404668
Fraxinus latifolia,Oregon ash,-122.932345,38.381502
Fraxinus latifolia,Oregon ash,-122.931417,38.382177
Fraxinus latifolia,Oregon ash,-122.981472,38.348823
Fraxinus latifolia,Oregon ash,-123.20215,38.786616
Fraxinus latifolia,Oregon ash,-121.631422,39.290318
Fraxinus latifolia,Oregon ash,-121.631939,39.334637
Fraxinus latifolia,Oregon ash,-121.634059,39.354485
Fraxinus latifolia,Oregon ash,-121.633334,39.334491
Fraxinus latifolia,Oregon ash,-121.629414,39.386047
Fraxinus latifolia,Oregon ash,-121.580217,38.648098
Fraxinus latifolia,Oregon ash,-121.579725,38.647975
Fraxinus latifolia,Oregon ash,-121.609167,38.712597
Fraxinus latifolia,Oregon ash,-121.603902,38.722501
Fraxinus latifolia,Oregon ash,-121.605729,38.781176
Fraxinus latifolia,Oregon ash,-123.200938,38.563413
Fraxinus latifolia,Oregon ash,-121.622003,39.212384
Fraxinus latifolia,Oregon ash,-122.601564,38.230374
Fraxinus latifolia,Oregon ash,-122.682699,38.541932
Fraxinus latifolia,Oregon ash,-122.533696,38.442715
Fraxinus latifolia,Oregon ash,-122.646812,38.401934
Fraxinus latifolia,Oregon ash,-122.50305,38.369807
Fraxinus latifolia,Oregon ash,-122.541571,38.344387
Fraxinus latifolia,Oregon ash,-122.479595,38.300941
Fraxinus latifolia,Oregon ash,-122.57197,38.481415
Fraxinus latifolia,Oregon ash,-122.500363,38.404321
Fraxinus velutina,Arizona ash,-117.606629,33.718912
Fraxinus velutina,Arizona ash,-117.5364,33.6744
Fraxinus velutina,Arizona ash,-117.6089,33.7178
Fraxinus velutina,Arizona ash,-117.6169,33.7181
Fraxinus velutina,Arizona ash,-117.063066,32.688761
Fraxinus velutina,Arizona ash,-116.654938,33.287433
Fraxinus velutina,Arizona ash,-117.5121,33.5676
Fraxinus velutina,Arizona ash,-118.466819,35.895728
Fraxinus velutina,Arizona ash,-119.662842,34.446872
Fraxinus velutina,Arizona ash,-121.821989,37.972549
Fraxinus velutina,Arizona ash,-118.471503,34.175734
Fraxinus velutina,Arizona ash,-117.52141,33.67505
Fraxinus velutina,Arizona ash,-119.020065,34.183046
Fraxinus velutina,Arizona ash,-121.828621,37.974501
Fraxinus velutina,Arizona ash,-118.367058,34.268024
Fraxinus velutina,Arizona ash,-117.191704,32.842993
Fraxinus velutina,Arizona ash,-119.932043,36.843346
Fraxinus velutina,Arizona ash,-117.081288,32.743146
Fraxinus velutina,Arizona ash,-116.13344,34.036625
Fraxinus velutina,Arizona ash,-117.212431,33.416754
Fraxinus velutina,Arizona ash,-117.233727,33.41051
Fraxinus velutina,Arizona ash,-117.236889,33.408841
Fraxinus velutina,Arizona ash,-116.418758,33.578285
Fraxinus velutina,Arizona ash,-116.416747,33.575289
Fraxinus velutina,Arizona ash,-116.396193,33.561285
Fraxinus velutina,Arizona ash,-116.416669,33.574861
Fraxinus velutina,Arizona ash,-116.465422,33.582119
Fraxinus velutina,Arizona ash,-117.250305,33.409451
Fraxinus velutina,Arizona ash,-119.791855,36.878544
Fraxinus velutina,Arizona ash,-117.373624,33.509081
Fraxinus velutina,Arizona ash,-117.501391,33.563696
Fraxinus velutina,Arizona ash,-118.302884,34.13566
Fraxinus velutina,Arizona ash,-118.90011,34.218784
Fraxinus velutina,Arizona ash,-118.77136,34.75133
Fraxinus velutina,Arizona ash,-118.56611,34.60723
Fraxinus dipetala,Two petaled ash,-121.940625,37.884389
Fraxinus dipetala,Two petaled ash,-121.940566,37.883767
Fraxinus dipetala,Two petaled ash,-118.466295,34.378763
Fraxinus dipetala,Two petaled ash,-121.779442,40.351568
Fraxinus dipetala,Two petaled ash,-118.39196,34.36066
Fraxinus dipetala,Two petaled ash,-118.559403,34.365322
Fraxinus dipetala,Two petaled ash,-118.763488,34.489187
Fraxinus dipetala,Two petaled ash,-122.732313,40.157956
Fraxinus dipetala,Two petaled ash,-118.54469,34.336908
Fraxinus dipetala,Two petaled ash,-118.4663,34.378795
Fraxinus dipetala,Two petaled ash,-118.54045,34.340295
Fraxinus dipetala,Two petaled ash,-118.439278,34.377044
Fraxinus dipetala,Two petaled ash,-118.439406,34.375739
Fraxinus dipetala,Two petaled ash,-117.559062,33.666895
Fraxinus dipetala,Two petaled ash,-118.914875,34.455233
Fraxinus dipetala,Two petaled ash,-118.918722,34.454197
Fraxinus dipetala,Two petaled ash,-118.53122,34.329594
Fraxinus dipetala,Two petaled ash,-120.715902,36.333862
Fraxinus dipetala,Two petaled ash,-120.549737,36.350255
Fraxinus dipetala,Two petaled ash,-118.447655,34.3931
Fraxinus dipetala,Two petaled ash,-118.779031,34.111748
Fraxinus dipetala,Two petaled ash,-121.620629,39.870849
Fraxinus dipetala,Two petaled ash,-118.637695,34.626092
Fraxinus dipetala,Two petaled ash,-117.535078,33.673978
Fraxinus dipetala,Two petaled ash,-117.555278,33.663055
Fraxinus dipetala,Two petaled ash,-117.64661,33.74523
Fraxinus dipetala,Two petaled ash,-120.848556,36.3638
Fraxinus dipetala,Two petaled ash,-121.796061,37.845346
Fraxinus dipetala,Two petaled ash,-119.252953,34.556962
Fraxinus dipetala,Two petaled ash,-121.794111,37.840294
Fraxinus dipetala,Two petaled ash,-117.06517,33.966138
Fraxinus dipetala,Two petaled ash,-118.611313,34.373525
Fraxinus dipetala,Two petaled ash,-118.810853,34.131092
Fraxinus dipetala,Two petaled ash,-118.904137,34.457263
Fraxinus dipetala,Two petaled ash,-116.997171,34.088824
Fraxinus dipetala,Two petaled ash,-117.642195,33.696294
Fraxinus dipetala,Two petaled ash,-116.9766,34.0849
Fraxinus dipetala,Two petaled ash,-117,34.0887
Fraxinus dipetala,Two petaled ash,-118.352875,34.351011
Fraxinus dipetala,Two petaled ash,-117.01693,34.102137
Fraxinus dipetala,Two petaled ash,-117.015869,34.101255
Fraxinus dipetala,Two petaled ash,-121.938847,37.891178
Fraxinus dipetala,Two petaled ash,-121.940198,37.890275
Fraxinus dipetala,Two petaled ash,-119.27082,34.519122
Fraxinus dipetala,Two petaled ash,-122.4012,40.8814
Fraxinus dipetala,Two petaled ash,-121.915803,37.888212
Fraxinus dipetala,Two petaled ash,-119.866975,34.542606
Fraxinus dipetala,Two petaled ash,-121.93383,37.90837
Fraxinus dipetala,Two petaled ash,-117.633011,33.752913
Fraxinus dipetala,Two petaled ash,-119.160958,34.539917
Fraxinus dipetala,Two petaled ash,-117.598487,33.784914
Fraxinus dipetala,Two petaled ash,-119.867717,34.542666
Fraxinus dipetala,Two petaled ash,-119.272147,34.517637
Fraxinus dipetala,Two petaled ash,-120.861309,36.359243
Fraxinus dipetala,Two petaled ash,-120.861069,36.358984
Fraxinus dipetala,Two petaled ash,-120.861113,36.357407
Fraxinus dipetala,Two petaled ash,-120.861043,36.355711
Fraxinus dipetala,Two petaled ash,-120.859188,36.353463
Fraxinus dipetala,Two petaled ash,-120.85795,36.354509
Fraxinus dipetala,Two petaled ash,-120.85623,36.352426
Fraxinus dipetala,Two petaled ash,-120.855858,36.352884
Fraxinus dipetala,Two petaled ash,-120.854489,36.359383
Fraxinus dipetala,Two petaled ash,-120.850089,36.358327
Fraxinus dipetala,Two petaled ash,-120.848879,36.357382
Fraxinus dipetala,Two petaled ash,-120.847003,36.359176
Fraxinus dipetala,Two petaled ash,-120.848971,36.35941
Fraxinus dipetala,Two petaled ash,-120.849219,36.361811
Fraxinus dipetala,Two petaled ash,-120.845848,36.3596
Fraxinus dipetala,Two petaled ash,-120.760755,36.358395
Fraxinus dipetala,Two petaled ash,-120.763893,36.358012
Fraxinus dipetala,Two petaled ash,-120.770081,36.357667
Fraxinus dipetala,Two petaled ash,-120.898179,36.374012
Fraxinus dipetala,Two petaled ash,-120.896847,36.377165
Fraxinus dipetala,Two petaled ash,-120.895928,36.375567
Fraxinus dipetala,Two petaled ash,-120.900565,36.376216
Fraxinus dipetala,Two petaled ash,-120.902089,36.376761
Fraxinus dipetala,Two petaled ash,-120.908175,36.375141
Fraxinus dipetala,Two petaled ash,-120.91307,36.375334
Fraxinus dipetala,Two petaled ash,-120.911748,36.373163
Fraxinus dipetala,Two petaled ash,-120.917682,36.377253
Fraxinus dipetala,Two petaled ash,-120.917484,36.37563
Fraxinus dipetala,Two petaled ash,-120.921647,36.377903
Fraxinus dipetala,Two petaled ash,-120.922803,36.376244
Fraxinus dipetala,Two petaled ash,-120.92486,36.380957
Fraxinus dipetala,Two petaled ash,-120.874567,36.35678
Fraxinus dipetala,Two petaled ash,-120.875793,36.359627
Fraxinus dipetala,Two petaled ash,-120.879105,36.359613
Fraxinus dipetala,Two petaled ash,-120.878648,36.358807
Fraxinus dipetala,Two petaled ash,-120.879845,36.35862
Fraxinus dipetala,Two petaled ash,-120.880152,36.357766
Fraxinus dipetala,Two petaled ash,-120.881803,36.356946
Fraxinus dipetala,Two petaled ash,-120.884682,36.35317
Fraxinus dipetala,Two petaled ash,-120.885306,36.352106
Fraxinus dipetala,Two petaled ash,-120.888548,36.350647
Fraxinus dipetala,Two petaled ash,-120.892565,36.365974
Fraxinus dipetala,Two petaled ash,-120.890467,36.368008
Fraxinus dipetala,Two petaled ash,-120.889068,36.368261
Fraxinus dipetala,Two petaled ash,-120.891869,36.364553
Fraxinus dipetala,Two petaled ash,-120.886439,36.366187
Fraxinus dipetala,Two petaled ash,-120.886727,36.365244
Fraxinus dipetala,Two petaled ash,-120.887366,36.364097
Fraxinus dipetala,Two petaled ash,-120.887867,36.362201
Fraxinus dipetala,Two petaled ash,-120.882899,36.364178
Fraxinus dipetala,Two petaled ash,-120.883585,36.363045
Fraxinus dipetala,Two petaled ash,-120.88113800000001,36.362589
Fraxinus dipetala,Two petaled ash,-120.878757,36.359298
Fraxinus dipetala,Two petaled ash,-120.880035,36.358238
Fraxinus dipetala,Two petaled ash,-120.819392,36.303593
Fraxinus dipetala,Two petaled ash,-120.805678,36.301368
Fraxinus dipetala,Two petaled ash,-120.478245,35.941249
Fraxinus dipetala,Two petaled ash,-120.479574,35.941127
Fraxinus dipetala,Two petaled ash,-120.476419,35.932264
Fraxinus dipetala,Two petaled ash,-120.479247,35.933216
Fraxinus dipetala,Two petaled ash,-120.480865,35.933117
Fraxinus dipetala,Two petaled ash,-120.483215,35.933428
Fraxinus dipetala,Two petaled ash,-120.484407,35.933779
Fraxinus dipetala,Two petaled ash,-120.496478,35.960763
Fraxinus dipetala,Two petaled ash,-120.49716,35.960466
Fraxinus dipetala,Two petaled ash,-120.499072,35.96223
Fraxinus dipetala,Two petaled ash,-120.516813,35.97276
Fraxinus dipetala,Two petaled ash,-122.621645,38.603438
Fraxinus dipetala,Two petaled ash,-121.624582,39.872215
Fraxinus dipetala,Two petaled ash,-117.065589,33.966483
Fraxinus dipetala,Two petaled ash,-117.88398,34.240447
Fraxinus dipetala,Two petaled ash,-119.484821,34.487398
Fraxinus dipetala,Two petaled ash,-121.800721,37.145968
Fraxinus dipetala,Two petaled ash,-120.002071,37.576935
Fraxinus dipetala,Two petaled ash,-118.757828,34.631528
Fraxinus dipetala,Two petaled ash,-121.800803,37.145917
Fraxinus dipetala,Two petaled ash,-119.270408,34.52024
Fraxinus dipetala,Two petaled ash,-122.156708,40.278713
Fraxinus dipetala,Two petaled ash,-120.15993,35.064609
Fraxinus dipetala,Two petaled ash,-120.15668,35.06484
Fraxinus dipetala,Two petaled ash,-117.44711,33.66527
Fraxinus dipetala,Two petaled ash,-121.564243,39.742183
Fraxinus dipetala,Two petaled ash,-121.613473,39.811275
Fraxinus dipetala,Two petaled ash,-121.611614,39.812168
Fraxinus dipetala,Two petaled ash,-121.623799,39.869469
Fraxinus dipetala,Two petaled ash,-117.44296,33.66378
Fraxinus dipetala,Two petaled ash,-121.571361,39.79646
Fraxinus dipetala,Two petaled ash,-122.541512,38.986962
Fraxinus dipetala,Two petaled ash,-117.42333000000001,33.68361
Fraxinus dipetala,Two petaled ash,-118.695777,36.174884
Fraxinus dipetala,Two petaled ash,-117.43128,33.66489
Fraxinus dipetala,Two petaled ash,-121.189895,36.47218
Fraxinus dipetala,Two petaled ash,-122.389909,39.019755
Fraxinus dipetala,Two petaled ash,-122.389982,39.01974
Fraxinus dipetala,Two petaled ash,-121.41519,37.16034
Fraxinus dipetala,Two petaled ash,-119.067725,34.444756
Fraxinus dipetala,Two petaled ash,-119.059906,34.445944
Fraxinus dipetala,Two petaled ash,-117.64787,33.72259
Fraxinus dipetala,Two petaled ash,-118.4663,34.378721
Fraxinus dipetala,Two petaled ash,-117.57875,33.751220000000004
Fraxinus dipetala,Two petaled ash,-117.5776,33.7515
Fraxinus dipetala,Two petaled ash,-117.61523,33.71674
Fraxinus dipetala,Two petaled ash,-119.270841,34.519964
Fraxinus dipetala,Two petaled ash,-117.60146,33.72005
Fraxinus dipetala,Two petaled ash,-117.550131,33.740694
Fraxinus dipetala,Two petaled ash,-122.99917,38.354412
Fraxinus dipetala,Two petaled ash,-122.714851,39.30759
Fraxinus dipetala,Two petaled ash,-121.918951,37.902884
Fraxinus dipetala,Two petaled ash,-119.25293,34.556938
Fraxinus dipetala,Two petaled ash,-122.009236,40.494602
Fraxinus dipetala,Two petaled ash,-119.78741,34.54774
Fraxinus dipetala,Two petaled ash,-116.780508,33.595636
Fraxinus dipetala,Two petaled ash,-119.95253,37.87302
Fraxinus dipetala,Two petaled ash,-118.791343,36.448708
Fraxinus dipetala,Two petaled ash,-118.913942,34.484661
Fraxinus dipetala,Two petaled ash,-118.900253,34.486436
Fraxinus dipetala,Two petaled ash,-122.598741,40.664227
Fraxinus dipetala,Two petaled ash,-118.703288,34.576515
Fraxinus dipetala,Two petaled ash,-118.725119,34.599011
Fraxinus dipetala,Two petaled ash,-122.599551,40.669286
Fraxinus dipetala,Two petaled ash,-119.285419,34.477804
Fraxinus dipetala,Two petaled ash,-119.252305,34.532013
Fraxinus dipetala,Two petaled ash,-118.753089,34.09596
Fraxinus dipetala,Two petaled ash,-118.753491,34.09616
Fraxinus dipetala,Two petaled ash,-117.746888,34.272641
Fraxinus dipetala,Two petaled ash,-122.34517,40.78359
Fraxinus dipetala,Two petaled ash,-118.707833,34.125873
Fraxinus dipetala,Two petaled ash,-123.08244,39.38045
Fraxinus dipetala,Two petaled ash,-117.5991,33.79544
Fraxinus dipetala,Two petaled ash,-118.74737,34.61187
Fraxinus dipetala,Two petaled ash,-118.39264,34.60149
Fraxinus dipetala,Two petaled ash,-118.63704,34.61789
Fraxinus dipetala,Two petaled ash,-118.75075,34.6561
Fraxinus dipetala,Two petaled ash,-122.363611,39.010833
Fraxinus dipetala,Two petaled ash,-121.186832,36.498912
Fraxinus dipetala,Two petaled ash,-121.186003,36.499052
Fraxinus dipetala,Two petaled ash,-121.185595,36.500263
Fraxinus dipetala,Two petaled ash,-121.18011,36.496078
Fraxinus dipetala,Two petaled ash,-121.179726,36.496298
Fraxinus dipetala,Two petaled ash,-121.186841,36.482236
Fraxinus dipetala,Two petaled ash,-121.19178,36.471449
Fraxinus dipetala,Two petaled ash,-121.207644,36.510494
Fraxinus dipetala,Two petaled ash,-121.206489,36.510188
Fraxinus dipetala,Two petaled ash,-121.173863,36.482083
Fraxinus dipetala,Two petaled ash,-121.174269,36.482378
Fraxinus dipetala,Two petaled ash,-121.173412,36.482302
Fraxinus dipetala,Two petaled ash,-121.174455,36.471636
Fraxinus dipetala,Two petaled ash,-121.187167,36.483115
Fraxinus dipetala,Two petaled ash,-121.187556,36.482707
Fraxinus dipetala,Two petaled ash,-121.186343,36.489728
Fraxinus dipetala,Two petaled ash,-121.185801,36.494795
Fraxinus dipetala,Two petaled ash,-121.182222,36.475451
Fraxinus dipetala,Two petaled ash,-121.182293,36.477218
Fraxinus dipetala,Two petaled ash,-121.182519,36.477564
Fraxinus dipetala,Two petaled ash,-121.182951,36.462437
Fraxinus dipetala,Two petaled ash,-121.182374,36.462734
Fraxinus dipetala,Two petaled ash,-121.182714,36.462532
Fraxinus dipetala,Two petaled ash,-121.183686,36.462971
Fraxinus dipetala,Two petaled ash,-121.182887,36.462778
Fraxinus dipetala,Two petaled ash,-121.182188,36.458774
Fraxinus dipetala,Two petaled ash,-121.179034,36.496296
Fraxinus dipetala,Two petaled ash,-121.17303,36.482882
Fraxinus dipetala,Two petaled ash,-121.183691,36.500991
Fraxinus dipetala,Two petaled ash,-121.184257,36.478195
Fraxinus dipetala,Two petaled ash,-121.185624,36.493738
Fraxinus dipetala,Two petaled ash,-121.184784,36.496249
Fraxinus dipetala,Two petaled ash,-121.183551,36.496455
Fraxinus dipetala,Two petaled ash,-121.188467,36.490563
Fraxinus dipetala,Two petaled ash,-118.824379,36.494225
Fraxinus dipetala,Two petaled ash,-118.819183,36.498342
Fraxinus dipetala,Two petaled ash,-118.862857,36.48897
Fraxinus dipetala,Two petaled ash,-118.842319,36.488559
Fraxinus dipetala,Two petaled ash,-118.815571,36.486112
Fraxinus dipetala,Two petaled ash,-118.832301,36.485522
Fraxinus dipetala,Two petaled ash,-118.761582,36.520831
Fraxinus dipetala,Two petaled ash,-118.801175,36.514705
Fraxinus dipetala,Two petaled ash,-118.797641,36.525575
Fraxinus dipetala,Two petaled ash,-118.883858,36.542515
Fraxinus dipetala,Two petaled ash,-118.890245,36.542901
Fraxinus dipetala,Two petaled ash,-118.895016,36.547512
Fraxinus dipetala,Two petaled ash,-118.769362,36.350189
Fraxinus dipetala,Two petaled ash,-120.184348,37.617424
Fraxinus anomala,Single leaved ash,-117.84834,34.2254
Fraxinus anomala,Single leaved ash,-117.0728,36.2787
Fraxinus anomala,Single leaved ash,-115.5722,35.53593
Fraxinus anomala,Single leaved ash,-117.94970000000001,37.2328
